file,Ad-Aware,AegisLab,AhnLab-V3,Alibaba,ALYac,Antiy-AVL,Arcabit,Avast,Avast-Mobile,AVG,Avira,AVware,Baidu,BitDefender,Bkav,CAT-QuickHeal,ClamAV,CMC,Comodo,CrowdStrike-Falcon,Cybereason,Cylance,Cyren,DrWeb,eGambit,Emsisoft,Endgame,ESET-NOD32,Fortinet,F-Prot,F-Secure,GData,Ikarus,Jiangmin,K7AntiVirus,K7GW,Kaspersky,Kingsoft,Malwarebytes,MAX,McAfee,McAfee-GW-Edition,Microsoft,MicroWorld-eScan,NANO-Antivirus,nProtect,Palo-Alto-Networks,Panda,Qihoo-360,Rising,SentinelOne,Sophos,Sophos-AV,Sophos-ML,SUPERAntiSpyware,Symantec,Symantec-Mobile-Insight,Tencent,TheHacker,TotalDefense,TrendMicro,TrendMicro-HouseCall,Trustlook,VBA32,VIPRE,ViRobot,Webroot,WhiteArmor,Yandex,Zillya,ZoneAlarm,Zoner,
https://www.virustotal.com/file/160d60c071f7a5e691c9b2537fcfa926eb9a80537d594b2e7382309e2ecd5f41/analysis/1528148227/,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,N,N,N,1,1,N,1,N,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,0,1,1,N,1,0,1,0,N,0,1,1,0,
https://www.virustotal.com/file/6e11e4e70ebd25ee6b7247e5de42f039c7951ae0e212c1195b9aa010bdfc4529/analysis/1528148227/,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,N,N,N,1,1,N,1,N,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,0,1,1,N,1,0,0,0,N,0,1,1,0,
https://www.virustotal.com/file/e3f4c30cb88b5a01df49bc1600d6f4af1f0f20ac629d8a14018cd30a1ba30671/analysis/1528148228/,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,N,N,N,1,1,N,1,N,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,0,1,1,N,1,0,0,0,N,0,1,1,0,
https://www.virustotal.com/file/90be3d6582c1c2870e891967e814149024bf8e3890c5ed0ff3458d751fcf83f1/analysis/1528148229/,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,N,N,N,1,1,N,1,N,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,0,0,1,1,1,N,1,0,0,0,N,0,0,1,0,
https://www.virustotal.com/file/633aac8514d12c0a844aae91ec387b5995357e5e294b42d0d7385cbd103dcb18/analysis/1528148230/,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,N,N,N,1,0,N,1,N,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,0,N,N,0,1,N,1,0,0,0,1,N,1,0,0,0,N,0,1,1,0,
https://www.virustotal.com/file/ea656ae1bff3646d6cc5e2a88272ca01662320dd80478447e7a0d4a0c2fc51b2/analysis/1528148230/,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,N,N,N,1,1,N,1,N,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,1,1,1,N,1,0,1,0,N,0,0,1,0,
https://www.virustotal.com/file/5f46490476876642a47ad1f99da1b1d2cd0e1179b0d48690465e63203bad9bd7/analysis/1528148230/,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,N,N,N,0,1,N,1,N,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,1,1,1,N,1,0,0,0,N,0,1,1,0,
https://www.virustotal.com/file/703104a26d8dff5b3e827389e2eb2bd4dae29f5303e2352cb23310b541a6508d/analysis/1528148231/,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,N,N,N,1,1,N,1,N,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,N,0,1,0,N,0,N,N,0,1,N,1,0,0,0,1,N,1,0,0,0,N,0,0,1,0,
https://www.virustotal.com/file/a1577d708327d034c62493af5a87cfb7773f2d4cab4787992e63b6bac8006e00/analysis/1528148235/,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,N,N,N,1,0,N,1,N,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,N,0,0,0,N,0,N,N,0,1,N,1,0,0,0,1,N,1,0,0,0,N,0,1,1,0,
https://www.virustotal.com/file/a94a2c801589049ab34ad0c17013c9e6c58f85906092cc037fb0330d1c5cba95/analysis/1528148235/,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,N,N,1,1,1,N,1,N,1,1,1,1,1,1,1,1,1,1,0,N,1,1,1,1,1,1,0,N,1,1,0,N,1,N,N,0,1,N,1,0,1,1,1,N,1,1,0,0,N,1,1,1,0,
